Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Datetime,,,,,
2025-06-02 13:30:00+00:00,136.3800048828125,136.67999267578125,135.4199981689453,135.5399932861328,9812347
2025-06-02 13:31:00+00:00,136.8800048828125,137.0500030517578,136.3699951171875,136.3800048828125,1702091
2025-06-02 13:32:00+00:00,136.97030639648438,137.17990112304688,136.83009338378906,136.89500427246094,1288554
2025-06-02 13:33:00+00:00,137.15020751953125,137.2899932861328,136.83999633789062,136.97999572753906,1201765
2025-06-02 13:34:00+00:00,137.0800018310547,137.2100067138672,136.93499755859375,137.14999389648438,891457
2025-06-02 13:35:00+00:00,137.11129760742188,137.21499633789062,136.97999572753906,137.08999633789062,974009
2025-06-02 13:36:00+00:00,137.01499938964844,137.22500610351562,136.8699951171875,137.11000061035156,1187342
2025-06-02 13:37:00+00:00,137.11300659179688,137.1300048828125,136.74000549316406,137.01010131835938,945855
2025-06-02 13:38:00+00:00,137.38299560546875,137.49000549316406,137.10499572753906,137.11000061035156,1230654
2025-06-02 13:39:00+00:00,137.64500427246094,137.66000366210938,137.36000061035156,137.38999938964844,1300194
2025-06-02 13:40:00+00:00,137.3699951171875,137.66000366210938,137.3300018310547,137.64999389648438,1065762
2025-06-02 13:41:00+00:00,136.91079711914062,137.39959716796875,136.86090087890625,137.3730926513672,970491
2025-06-02 13:42:00+00:00,136.82000732421875,136.91000366210938,136.60000610351562,136.89999389648438,1056447
2025-06-02 13:43:00+00:00,136.9010009765625,137.02999877929688,136.75,136.8300018310547,721959
2025-06-02 13:44:00+00:00,136.92210388183594,137.0,136.7899932861328,136.89999389648438,476573
2025-06-02 13:45:00+00:00,136.5749969482422,137.00999450683594,136.52000427246094,136.9199981689453,836889
2025-06-02 13:46:00+00:00,136.4550018310547,136.66000366210938,136.41000366210938,136.5699005126953,863304
2025-06-02 13:47:00+00:00,136.50750732421875,136.52999877929688,136.3000030517578,136.4499969482422,819969
2025-06-02 13:48:00+00:00,136.61289978027344,136.64500427246094,136.27000427246094,136.51499938964844,843274
2025-06-02 13:49:00+00:00,136.9499969482422,136.9499969482422,136.55029296875,136.61000061035156,1026195
2025-06-02 13:50:00+00:00,136.99989318847656,137.00999450683594,136.7845001220703,136.94149780273438,1251690
2025-06-02 13:51:00+00:00,136.5749969482422,137.0,136.5749969482422,136.99989318847656,735765
2025-06-02 13:52:00+00:00,136.5,136.60000610351562,136.4600067138672,136.5749969482422,623785
2025-06-02 13:53:00+00:00,136.529296875,136.55999755859375,136.27999877929688,136.49000549316406,879069
2025-06-02 13:54:00+00:00,136.7449951171875,136.8699951171875,136.5,136.52000427246094,937891
2025-06-02 13:55:00+00:00,136.7949981689453,136.8300018310547,136.52000427246094,136.7449951171875,974330
2025-06-02 13:56:00+00:00,136.5749969482422,136.82989501953125,136.44000244140625,136.80499267578125,907393
2025-06-02 13:57:00+00:00,136.35150146484375,136.69979858398438,136.3376007080078,136.57000732421875,754553
2025-06-02 13:58:00+00:00,136.27499389648438,136.38999938964844,136.1699981689453,136.35020446777344,875354
2025-06-02 13:59:00+00:00,136.33999633789062,136.5,136.25840759277344,136.27000427246094,646286
2025-06-02 14:00:00+00:00,135.92999267578125,136.45989990234375,135.8802947998047,136.32000732421875,1268351
2025-06-02 14:01:00+00:00,136.1699981689453,136.30999755859375,135.86000061035156,135.92999267578125,819180
2025-06-02 14:02:00+00:00,136.30499267578125,136.5,136.11000061035156,136.15460205078125,807171
2025-06-02 14:03:00+00:00,136.34500122070312,136.39999389648438,136.13499450683594,136.3300018310547,492214
2025-06-02 14:04:00+00:00,136.0800018310547,136.36000061035156,136.0229034423828,136.33999633789062,561468
2025-06-02 14:05:00+00:00,136.10009765625,136.32000732421875,136.00999450683594,136.05999755859375,650785
2025-06-02 14:06:00+00:00,136.0926055908203,136.27999877929688,136.02000427246094,136.10000610351562,621026
2025-06-02 14:07:00+00:00,136.49000549316406,136.52999877929688,136.0749969482422,136.08999633789062,832479
2025-06-02 14:08:00+00:00,136.27999877929688,136.5500030517578,135.9600067138672,136.5,1573360
2025-06-02 14:09:00+00:00,136.4149932861328,136.4149932861328,136.11000061035156,136.27999877929688,494584
2025-06-02 14:10:00+00:00,136.11500549316406,136.44000244140625,136.07000732421875,136.4199981689453,591419
2025-06-02 14:11:00+00:00,136.08999633789062,136.25,136.0500030517578,136.11500549316406,453709
2025-06-02 14:12:00+00:00,136.2198944091797,136.35000610351562,136.02999877929688,136.0800018310547,528471
2025-06-02 14:13:00+00:00,136.1300048828125,136.24989318847656,136.02000427246094,136.21499633789062,416300
2025-06-02 14:14:00+00:00,136.2949981689453,136.3397979736328,135.9499969482422,136.13999938964844,1233252
2025-06-02 14:15:00+00:00,136.4398956298828,136.49000549316406,136.27499389648438,136.3000030517578,491187
2025-06-02 14:16:00+00:00,136.47500610351562,136.50999450683594,136.33999633789062,136.43499755859375,660193
2025-06-02 14:17:00+00:00,136.4550018310547,136.50999450683594,136.3800048828125,136.47999572753906,468954
2025-06-02 14:18:00+00:00,136.41000366210938,136.4846954345703,136.3699951171875,136.4550018310547,463872
